Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:44:37,2021-05-28 17:44:39,2.005s,PASSED
"click(findTestObject(""UpdatePassword/button_Option""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:39,2021-05-28 17:44:41,1.998s,PASSED
"click(findTestObject(""UpdatePassword/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:41,2021-05-28 17:44:41,0.625s,PASSED
"click(findTestObject(""Edit SideBar/button_Sidebar""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:41,2021-05-28 17:44:42,0.775s,PASSED
"click(findTestObject(""Edit SideBar/button_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:42,2021-05-28 17:44:43,0.609s,PASSED
"click(findTestObject(""Edit SideBar/input_Off""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:43,2021-05-28 17:44:43,0.740s,PASSED
"click(findTestObject(""Edit SideBar/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:43,2021-05-28 17:44:44,0.416s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-28 17:44:44,2021-05-28 17:44:45,1.003s,PASSED
"click(findTestObject(""Edit SideBar/button_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:45,2021-05-28 17:44:45,0.369s,PASSED
"click(findTestObject(""Edit SideBar/input_On""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:45,2021-05-28 17:44:46,0.529s,PASSED
"click(findTestObject(""Edit SideBar/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:44:46,2021-05-28 17:44:46,0.398s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-28 17:44:46,2021-05-28 17:44:47,1.004s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 17:44:47,2021-05-28 17:44:48,0.796s,PASSED
,,,,,,,
Test Cases/EditTheme,Chrome 90.0.4430.212,,,2021-05-28 17:44:48,2021-05-28 17:45:21,32.898s,PASSED
"openBrowser(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:44:48,2021-05-28 17:44:57,8.580s,PASSED
"setText(findTestObject(""Login/input_Email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:44:57,2021-05-28 17:45:01,4.691s,PASSED
"setText(findTestObject(""Login/input_Password""), ""ngoctin1"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:01,2021-05-28 17:45:02,0.830s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:02,2021-05-28 17:45:03,0.569s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:45:03,2021-05-28 17:45:05,2.004s,PASSED
"click(findTestObject(""UpdatePassword/button_Option""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:05,2021-05-28 17:45:07,1.955s,PASSED
"click(findTestObject(""UpdatePassword/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:07,2021-05-28 17:45:07,0.604s,PASSED
"click(findTestObject(""Edit Theme/button_Display""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:07,2021-05-28 17:45:08,0.747s,PASSED
"click(findTestObject(""Edit Theme/button_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:08,2021-05-28 17:45:09,0.533s,PASSED
"click(findTestObject(""Edit Theme/img_Mattermost Dark_img-responsive""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:09,2021-05-28 17:45:10,1.092s,PASSED
"click(findTestObject(""Edit Theme/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:10,2021-05-28 17:45:10,0.653s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:45:10,2021-05-28 17:45:12,2.004s,PASSED
"click(findTestObject(""Edit Theme/button_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:12,2021-05-28 17:45:13,0.393s,PASSED
"click(findTestObject(""Edit Theme/img_Mattermost_img-responsive""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:13,2021-05-28 17:45:13,0.597s,PASSED
"click(findTestObject(""Edit Theme/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:13,2021-05-28 17:45:14,0.656s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:45:14,2021-05-28 17:45:16,2.003s,PASSED
"click(findTestObject(""Edit Theme/button_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:16,2021-05-28 17:45:17,0.575s,PASSED
"click(findTestObject(""Edit Theme/img_Organization_img-responsive""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:17,2021-05-28 17:45:17,0.598s,PASSED
"click(findTestObject(""Edit Theme/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:17,2021-05-28 17:45:18,0.590s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:45:18,2021-05-28 17:45:20,2.004s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 17:45:20,2021-05-28 17:45:21,0.847s,PASSED
,,,,,,,
Test Cases/InviteMember,Chrome 90.0.4430.212,,,2021-05-28 17:45:21,2021-05-28 17:45:50,29.302s,PASSED
"openBrowser(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:21,2021-05-28 17:45:29,8.365s,PASSED
"setText(findTestObject(""Login/input_Email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:29,2021-05-28 17:45:35,5.673s,PASSED
"setText(findTestObject(""Login/input_Password""), ""ngoctin1"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:35,2021-05-28 17:45:36,0.894s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:36,2021-05-28 17:45:37,0.582s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:45:37,2021-05-28 17:45:39,2.003s,PASSED
"click(findTestObject(""UpdatePassword/button_Option""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:39,2021-05-28 17:45:40,1.833s,PASSED
"click(findTestObject(""Invite member/button_Invite PeopleAdd or invite people to the team""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:40,2021-05-28 17:45:41,0.541s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-28 17:45:41,2021-05-28 17:45:42,1.003s,PASSED
"setText(findTestObject(""Invite member/input_Add or Invite People_react-select-2-input""), ""test1"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:42,2021-05-28 17:45:43,0.768s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-28 17:45:43,2021-05-28 17:45:44,1.003s,PASSED
"click(findTestObject(""Invite member/div_test1""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:44,2021-05-28 17:45:44,0.405s,PASSED
"click(findTestObject(""Invite member/button_Invite Members""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:44,2021-05-28 17:45:45,0.599s,PASSED
"verifyElementVisible(findTestObject(""Invite member/div_This member has been added to the team""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:45,2021-05-28 17:45:47,2.061s,PASSED
"click(findTestObject(""Invite member/button_Done""))",Chrome 90.0.4430.212,,,2021-05-28 17:45:47,2021-05-28 17:45:47,0.408s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:45:47,2021-05-28 17:45:49,2.002s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 17:45:49,2021-05-28 17:45:50,0.778s,PASSED
,,,,,,,
Test Cases/RemoveMember,Chrome 90.0.4430.212,,,2021-05-28 17:45:50,2021-05-28 17:46:13,22.588s,PASSED
"openBrowser(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:50,2021-05-28 17:45:58,7.284s,PASSED
"setText(findTestObject(""Login/input_Email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:45:58,2021-05-28 17:46:02,4.600s,PASSED
"setText(findTestObject(""Login/input_Password""), ""ngoctin1"")",Chrome 90.0.4430.212,,,2021-05-28 17:46:02,2021-05-28 17:46:03,0.828s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:03,2021-05-28 17:46:04,0.596s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:46:04,2021-05-28 17:46:06,2.003s,PASSED
"click(findTestObject(""UpdatePassword/button_Option""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:06,2021-05-28 17:46:08,1.965s,PASSED
"click(findTestObject(""Update Member Role/button_Manage Members""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:08,2021-05-28 17:46:08,0.685s,PASSED
"click(findTestObject(""Update Member Role/button_Member""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:08,2021-05-28 17:46:09,0.944s,PASSED
"click(findTestObject(""Remove Member/button_Remove from Team""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:09,2021-05-28 17:46:10,0.537s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:46:10,2021-05-28 17:46:12,2.003s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 17:46:12,2021-05-28 17:46:13,0.804s,PASSED
,,,,,,,
Test Cases/IgnoreMentions,Chrome 90.0.4430.212,,,2021-05-28 17:46:13,2021-05-28 17:46:34,21.712s,PASSED
"openBrowser(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:46:13,2021-05-28 17:46:19,5.794s,PASSED
"setText(findTestObject(""Login/input_Email""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:46:19,2021-05-28 17:46:24,5.278s,PASSED
"setText(findTestObject(""Login/input_Password""), ""ngoctin1"")",Chrome 90.0.4430.212,,,2021-05-28 17:46:24,2021-05-28 17:46:25,0.865s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:25,2021-05-28 17:46:26,0.601s,PASSED
delay(2),Chrome 90.0.4430.212,,,2021-05-28 17:46:26,2021-05-28 17:46:28,2.003s,PASSED
"click(findTestObject(""Ignore mentions/button_Town Square""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:28,2021-05-28 17:46:30,2.174s,PASSED
"click(findTestObject(""Ignore mentions/button_Notification Preferences""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:30,2021-05-28 17:46:30,0.601s,PASSED
"click(findTestObject(""Ignore mentions/button_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:30,2021-05-28 17:46:31,0.606s,PASSED
"click(findTestObject(""Ignore mentions/input_Ignore mentions for channel, here and all_ignoreChannelMentions""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:31,2021-05-28 17:46:31,0.497s,PASSED
"click(findTestObject(""Ignore mentions/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:31,2021-05-28 17:46:32,0.581s,PASSED
"verifyElementVisible(findTestObject(""Ignore mentions/span_On""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:32,2021-05-28 17:46:33,0.544s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-28 17:46:33,2021-05-28 17:46:34,1.002s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 17:46:34,2021-05-28 17:46:34,0.803s,PASSED
,,,,,,,
Test Cases/UpdateChannelName,Chrome 90.0.4430.212,,,2021-05-28 17:46:34,2021-05-28 17:47:20,45.462s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:46:35,2021-05-28 17:46:36,1.750s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:46:36,2021-05-28 17:46:40,3.620s,PASSED
"setText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:46:40,2021-05-28 17:46:45,4.809s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), ""S8w1SJvl7D1hts9IdMV+NQ=="")",Chrome 90.0.4430.212,,,2021-05-28 17:46:45,2021-05-28 17:46:46,0.642s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), Keys.chord(ENTER))",Chrome 90.0.4430.212,,,2021-05-28 17:46:46,2021-05-28 17:46:46,0.520s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - Team Mattermost/span_Test 123""))",Chrome 90.0.4430.212,,,2021-05-28 17:46:46,2021-05-28 17:47:18,31.730s,PASSED
"click(findTestObject(""Object Repository/Page_Test 123 - Team Mattermost/span_Test 123_channelHeaderDropdownIcon""))",Chrome 90.0.4430.212,,,2021-05-28 17:47:18,2021-05-28 17:47:20,2.037s,FAILED
,,,,,,,
Test Cases/UpdateDescriptionChannel,Chrome 90.0.4430.212,,,2021-05-28 17:47:20,2021-05-28 17:48:07,47.290s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:47:20,2021-05-28 17:47:23,2.605s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:47:23,2021-05-28 17:47:27,4.371s,PASSED
"setText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:47:27,2021-05-28 17:47:33,5.129s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), ""S8w1SJvl7D1hts9IdMV+NQ=="")",Chrome 90.0.4430.212,,,2021-05-28 17:47:33,2021-05-28 17:47:33,0.609s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), Keys.chord(ENTER))",Chrome 90.0.4430.212,,,2021-05-28 17:47:33,2021-05-28 17:47:34,0.503s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - Team Mattermost/span_Test 123""))",Chrome 90.0.4430.212,,,2021-05-28 17:47:34,2021-05-28 17:48:05,31.541s,PASSED
"click(findTestObject(""Object Repository/Page_Test 123 - Team Mattermost/span_Test 123_channelHeaderDropdownIcon""))",Chrome 90.0.4430.212,,,2021-05-28 17:48:05,2021-05-28 17:48:07,1.967s,FAILED
,,,,,,,
Test Cases/UpdatePurposeChannel,Chrome 90.0.4430.212,,,2021-05-28 17:48:07,2021-05-28 17:48:55,47.922s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:48:08,2021-05-28 17:48:10,2.546s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:48:10,2021-05-28 17:48:15,4.184s,PASSED
"setText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:48:15,2021-05-28 17:48:21,5.970s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), ""S8w1SJvl7D1hts9IdMV+NQ=="")",Chrome 90.0.4430.212,,,2021-05-28 17:48:21,2021-05-28 17:48:21,0.569s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), Keys.chord(ENTER))",Chrome 90.0.4430.212,,,2021-05-28 17:48:21,2021-05-28 17:48:22,0.471s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - Team Mattermost/span_Test 123""))",Chrome 90.0.4430.212,,,2021-05-28 17:48:22,2021-05-28 17:48:53,31.744s,PASSED
"click(findTestObject(""Object Repository/Page_Test 123 - Team Mattermost/span_Test 123_channelHeaderDropdownIcon""))",Chrome 90.0.4430.212,,,2021-05-28 17:48:53,2021-05-28 17:48:55,1.750s,FAILED
,,,,,,,
Test Cases/UpdateTeamDescription,Chrome 90.0.4430.212,,,2021-05-28 17:48:55,2021-05-28 17:50:48,1m - 52.935s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:48:56,2021-05-28 17:48:59,2.912s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:48:59,2021-05-28 17:49:02,3.864s,PASSED
"setText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:49:02,2021-05-28 17:49:08,5.403s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), ""S8w1SJvl7D1hts9IdMV+NQ=="")",Chrome 90.0.4430.212,,,2021-05-28 17:49:08,2021-05-28 17:49:08,0.594s,PASSED
"click(findTestObject(""Object Repository/Page_Mattermost/button_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:49:08,2021-05-28 17:49:09,0.554s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/div_TO""))",Chrome 90.0.4430.212,,,2021-05-28 17:49:09,2021-05-28 17:49:41,31.673s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/path""))",Chrome 90.0.4430.212,,,2021-05-28 17:49:41,2021-05-28 17:50:12,31.765s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/button_Team Settings""))",Chrome 90.0.4430.212,,,2021-05-28 17:50:12,2021-05-28 17:50:13,0.943s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/span_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 17:50:13,2021-05-28 17:50:45,31.785s,PASSED
"setText(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/input_Team Description_teamDescription""), ""TOKEN TEAM 123"")",Chrome 90.0.4430.212,,,2021-05-28 17:50:45,2021-05-28 17:50:46,0.946s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/span_Save""))",Chrome 90.0.4430.212,,,2021-05-28 17:50:46,2021-05-28 17:50:47,0.406s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN_UPDATED Mattermost/span_""))",Chrome 90.0.4430.212,,,2021-05-28 17:50:47,2021-05-28 17:50:47,0.614s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 17:50:47,2021-05-28 17:50:48,0.874s,PASSED
,,,,,,,
Test Cases/UpdateTeamName,Chrome 90.0.4430.212,,,2021-05-28 17:50:48,2021-05-28 17:51:37,49.291s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:50:48,2021-05-28 17:50:50,1.984s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:50:50,2021-05-28 17:50:54,3.893s,PASSED
"setText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:50:54,2021-05-28 17:51:00,5.319s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), ""S8w1SJvl7D1hts9IdMV+NQ=="")",Chrome 90.0.4430.212,,,2021-05-28 17:51:00,2021-05-28 17:51:00,0.591s,PASSED
"click(findTestObject(""Object Repository/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:51:00,2021-05-28 17:51:01,0.710s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN Mattermost/div_TO""))",Chrome 90.0.4430.212,,,2021-05-28 17:51:01,2021-05-28 17:51:37,36.374s,FAILED
,,,,,,,
Test Cases/SwitchChannels,Chrome 90.0.4430.212,,,2021-05-28 17:51:37,2021-05-28 17:51:59,21.833s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:51:38,2021-05-28 17:51:40,2.458s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com/"")",Chrome 90.0.4430.212,,,2021-05-28 17:51:40,2021-05-28 17:51:47,6.608s,PASSED
"setText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:51:47,2021-05-28 17:51:52,5.164s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mattermost/input_All team communication in one place, _a3edc6""), ""S8w1SJvl7D1hts9IdMV+NQ=="")",Chrome 90.0.4430.212,,,2021-05-28 17:51:52,2021-05-28 17:51:53,0.613s,PASSED
"click(findTestObject(""Object Repository/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:51:53,2021-05-28 17:51:53,0.545s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN Mattermost/span_Switch Channels""))",Chrome 90.0.4430.212,,,2021-05-28 17:51:53,2021-05-28 17:51:57,3.828s,PASSED
"setText(findTestObject(""Object Repository/Page_Town Square - TOKEN Mattermost/input_ESC_quickSwitchInput""), ""Test 111224"")",Chrome 90.0.4430.212,,,2021-05-28 17:51:57,2021-05-28 17:51:58,1.129s,PASSED
"if (findTestObject(""Object Repository/Page_Town Square - TOKEN Mattermost/span_Test 111224"") == null)",Chrome 90.0.4430.212,,,2021-05-28 17:51:58,2021-05-28 17:51:58,0.051s,PASSED
"click(findTestObject(""Object Repository/Page_Town Square - TOKEN Mattermost/span_Test 111224""))",Chrome 90.0.4430.212,,,2021-05-28 17:51:58,2021-05-28 17:51:59,0.951s,PASSED
,,,,,,,
Test Cases/CreateRoom,Chrome 90.0.4430.212,,,2021-05-28 17:51:59,2021-05-28 17:52:24,25.226s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:52:00,2021-05-28 17:52:02,2.521s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:02,2021-05-28 17:52:09,6.483s,PASSED
"setText(findTestObject(""Object Repository/Login_Mattermost_OR/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:09,2021-05-28 17:52:14,4.852s,PASSED
"setText(findTestObject(""Object Repository/Login_Mattermost_OR/input_All team communication in one place, _a3edc6""), ""ngoctin1"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:14,2021-05-28 17:52:14,0.932s,PASSED
"click(findTestObject(""Object Repository/Login_Mattermost_OR/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:52:14,2021-05-28 17:52:15,0.546s,PASSED
"click(findTestObject(""CreateRoom_Mattermose_OR/span_""))",Chrome 90.0.4430.212,,,2021-05-28 17:52:15,2021-05-28 17:52:19,3.841s,PASSED
"verifyElementPresent(findTestObject(""CreateRoom_Mattermose_OR/span_New Channel""), 0)",Chrome 90.0.4430.212,,,2021-05-28 17:52:19,2021-05-28 17:52:19,0.410s,PASSED
switch (Type),Chrome 90.0.4430.212,,,2021-05-28 17:52:19,2021-05-28 17:52:20,0.391s,PASSED
"setText(findTestObject(""CreateRoom_Mattermose_OR/input_Name_newChannelName""), ChannelName)",Chrome 90.0.4430.212,,,2021-05-28 17:52:20,2021-05-28 17:52:20,0.746s,PASSED
"setText(findTestObject(""CreateRoom_Mattermose_OR/textarea_(optional)_newChannelPurpose""), Purpose)",Chrome 90.0.4430.212,,,2021-05-28 17:52:20,2021-05-28 17:52:21,0.953s,PASSED
"setText(findTestObject(""CreateRoom_Mattermose_OR/textarea_(optional)_newChannelHeader""), Description)",Chrome 90.0.4430.212,,,2021-05-28 17:52:21,2021-05-28 17:52:22,0.995s,PASSED
"click(findTestObject(""CreateRoom_Mattermose_OR/button_Create Channel""))",Chrome 90.0.4430.212,,,2021-05-28 17:52:22,2021-05-28 17:52:23,0.483s,PASSED
"if (verifyElementPresent(findTestObject(""CreateRoom_Mattermose_OR/p_A channel with that name already exists on the same team""), 0, OPTIONAL))",Chrome 90.0.4430.212,,,2021-05-28 17:52:23,2021-05-28 17:52:24,1.596s,PASSED
,,,,,,,
Test Cases/CreateRoom,Chrome 90.0.4430.212,,,2021-05-28 17:52:24,2021-05-28 17:52:47,22.388s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:52:24,2021-05-28 17:52:26,1.687s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:26,2021-05-28 17:52:30,3.920s,PASSED
"setText(findTestObject(""Object Repository/Login_Mattermost_OR/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:30,2021-05-28 17:52:35,5.410s,PASSED
"setText(findTestObject(""Object Repository/Login_Mattermost_OR/input_All team communication in one place, _a3edc6""), ""ngoctin1"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:35,2021-05-28 17:52:36,0.897s,PASSED
"click(findTestObject(""Object Repository/Login_Mattermost_OR/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 17:52:36,2021-05-28 17:52:37,0.598s,PASSED
"click(findTestObject(""CreateRoom_Mattermose_OR/span_""))",Chrome 90.0.4430.212,,,2021-05-28 17:52:37,2021-05-28 17:52:41,3.810s,PASSED
"verifyElementPresent(findTestObject(""CreateRoom_Mattermose_OR/span_New Channel""), 0)",Chrome 90.0.4430.212,,,2021-05-28 17:52:41,2021-05-28 17:52:41,0.460s,PASSED
switch (Type),Chrome 90.0.4430.212,,,2021-05-28 17:52:41,2021-05-28 17:52:42,0.386s,PASSED
"setText(findTestObject(""CreateRoom_Mattermose_OR/input_Name_newChannelName""), ChannelName)",Chrome 90.0.4430.212,,,2021-05-28 17:52:42,2021-05-28 17:52:42,0.761s,PASSED
"setText(findTestObject(""CreateRoom_Mattermose_OR/textarea_(optional)_newChannelPurpose""), Purpose)",Chrome 90.0.4430.212,,,2021-05-28 17:52:42,2021-05-28 17:52:44,1.244s,PASSED
"setText(findTestObject(""CreateRoom_Mattermose_OR/textarea_(optional)_newChannelHeader""), Description)",Chrome 90.0.4430.212,,,2021-05-28 17:52:44,2021-05-28 17:52:45,0.987s,PASSED
"click(findTestObject(""CreateRoom_Mattermose_OR/button_Create Channel""))",Chrome 90.0.4430.212,,,2021-05-28 17:52:45,2021-05-28 17:52:45,0.633s,PASSED
"if (verifyElementPresent(findTestObject(""CreateRoom_Mattermose_OR/p_A channel with that name already exists on the same team""), 0, OPTIONAL))",Chrome 90.0.4430.212,,,2021-05-28 17:52:45,2021-05-28 17:52:47,1.586s,PASSED
,,,,,,,
Test Cases/CreateRoom,Chrome 90.0.4430.212,,,2021-05-28 17:52:47,2021-05-28 17:53:09,21.718s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 17:52:47,2021-05-28 17:52:48,1.551s,PASSED
"navigateToUrl(""https://cdnc-group2.herokuapp.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:48,2021-05-28 17:52:52,3.991s,PASSED
"setText(findTestObject(""Object Repository/Login_Mattermost_OR/input_All team communication in one place, _dcc84b""), ""ngoctin040999@gmail.com"")",Chrome 90.0.4430.212,,,2021-05-28 17:52:52,2021-05-28 17:52:58,5.167s,PASSED
